gen,nevals,avg,max,min,std,success_rate,valid_ratio,avg_cost,max_cost,min_cost,std_cost,avg_co2,max_co2,min_co2,std_co2,avg_dcr,max_dcr,min_dcr,std_dcr,best_margins,min_AM_str,min_AM_drift,min_AM_wind,min_AM_defl,min_AM_hier,min_NM_str,min_NM_drift,min_NM_wind,min_NM_defl,min_NM_hier,hof_avg_cost,hof_max_cost,hof_min_cost,hof_std_cost,hof_avg_co2,hof_max_co2,hof_min_co2,hof_std_co2,hof_avg_dcr,hof_max_dcr,hof_min_dcr,hof_std_dcr,hof_size,sep1,sep2,sep3,sep4,sep5
78,84,[0.3362761  0.57016266],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04148832 0.01930565],100.0,100.0,29114739.278288383,52405576.156560056,28879478.299720004,2340817.181169682,86245.71654249211,157055.59434080016,85530.4652516001,7116.66048811833,0.5701626596575291,0.5721029503637953,0.37807387973717804,0.019305648770695735,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
79,68,[0.3362761  0.57016266],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04148832 0.01930565],100.0,100.0,29114739.278288383,52405576.156560056,28879478.299720004,2340817.181169682,86245.71654249211,157055.59434080016,85530.4652516001,7116.66048811833,0.5701626596575291,0.5721029503637953,0.37807387973717804,0.019305648770695735,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
80,86,[0.3362761  0.57016266],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04148832 0.01930565],100.0,100.0,29114739.278288383,52405576.156560056,28879478.299720004,2340817.181169682,86245.71654249211,157055.59434080016,85530.4652516001,7116.66048811833,0.5701626596575291,0.5721029503637953,0.37807387973717804,0.019305648770695735,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
81,82,[0.3362761  0.57016266],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04148832 0.01930565],100.0,100.0,29114739.278288383,52405576.156560056,28879478.299720004,2340817.181169682,86245.71654249211,157055.59434080016,85530.4652516001,7116.66048811833,0.5701626596575291,0.5721029503637953,0.37807387973717804,0.019305648770695735,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
82,83,[0.3362761  0.57016266],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04148832 0.01930565],100.0,100.0,29114739.278288383,52405576.156560056,28879478.299720004,2340817.181169682,86245.71654249211,157055.59434080016,85530.4652516001,7116.66048811833,0.5701626596575291,0.5721029503637953,0.37807387973717804,0.019305648770695735,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
83,79,[0.3362761  0.57016266],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04148832 0.01930565],100.0,100.0,29114739.278288383,52405576.156560056,28879478.299720004,2340817.181169682,86245.71654249211,157055.59434080016,85530.4652516001,7116.66048811833,0.5701626596575291,0.5721029503637953,0.37807387973717804,0.019305648770695735,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
84,83,[0.3362761  0.57016266],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04148832 0.01930565],100.0,100.0,29114739.278288383,52405576.156560056,28879478.299720004,2340817.181169682,86245.71654249211,157055.59434080016,85530.4652516001,7116.66048811833,0.5701626596575291,0.5721029503637953,0.37807387973717804,0.019305648770695735,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
85,79,[0.3362761  0.57016266],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04148832 0.01930565],100.0,100.0,29114739.278288383,52405576.156560056,28879478.299720004,2340817.181169682,86245.71654249211,157055.59434080016,85530.4652516001,7116.66048811833,0.5701626596575291,0.5721029503637953,0.37807387973717804,0.019305648770695735,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
86,83,[0.3362761  0.57016266],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04148832 0.01930565],100.0,100.0,29114739.278288383,52405576.156560056,28879478.299720004,2340817.181169682,86245.71654249211,157055.59434080016,85530.4652516001,7116.66048811833,0.5701626596575291,0.5721029503637953,0.37807387973717804,0.019305648770695735,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
87,86,[0.3362761  0.57016266],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04148832 0.01930565],100.0,100.0,29114739.278288383,52405576.156560056,28879478.299720004,2340817.181169682,86245.71654249211,157055.59434080016,85530.4652516001,7116.66048811833,0.5701626596575291,0.5721029503637953,0.37807387973717804,0.019305648770695735,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
88,85,[0.3362761  0.57016266],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04148832 0.01930565],100.0,100.0,29114739.278288383,52405576.156560056,28879478.299720004,2340817.181169682,86245.71654249211,157055.59434080016,85530.4652516001,7116.66048811833,0.5701626596575291,0.5721029503637953,0.37807387973717804,0.019305648770695735,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
89,80,[0.3362761  0.57016266],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04148832 0.01930565],100.0,100.0,29114739.278288383,52405576.156560056,28879478.299720004,2340817.181169682,86245.71654249211,157055.59434080016,85530.4652516001,7116.66048811833,0.5701626596575291,0.5721029503637953,0.37807387973717804,0.019305648770695735,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
90,85,[0.3362761  0.57016266],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04148832 0.01930565],100.0,100.0,29114739.278288383,52405576.156560056,28879478.299720004,2340817.181169682,86245.71654249211,157055.59434080016,85530.4652516001,7116.66048811833,0.5701626596575291,0.5721029503637953,0.37807387973717804,0.019305648770695735,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
91,79,[0.3362761  0.57016266],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04148832 0.01930565],100.0,100.0,29114739.278288383,52405576.156560056,28879478.299720004,2340817.181169682,86245.71654249211,157055.59434080016,85530.4652516001,7116.66048811833,0.5701626596575291,0.5721029503637953,0.37807387973717804,0.019305648770695735,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
92,90,[0.3362761  0.57016266],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04148832 0.01930565],100.0,100.0,29114739.278288383,52405576.156560056,28879478.299720004,2340817.181169682,86245.71654249211,157055.59434080016,85530.4652516001,7116.66048811833,0.5701626596575291,0.5721029503637953,0.37807387973717804,0.019305648770695735,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
93,76,[0.3362761  0.57016266],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04148832 0.01930565],100.0,100.0,29114739.278288383,52405576.156560056,28879478.299720004,2340817.181169682,86245.71654249211,157055.59434080016,85530.4652516001,7116.66048811833,0.5701626596575291,0.5721029503637953,0.37807387973717804,0.019305648770695735,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
94,93,[0.3362761  0.57016266],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04148832 0.01930565],100.0,100.0,29114739.278288383,52405576.156560056,28879478.299720004,2340817.181169682,86245.71654249211,157055.59434080016,85530.4652516001,7116.66048811833,0.5701626596575291,0.5721029503637953,0.37807387973717804,0.019305648770695735,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
95,83,[0.3362761  0.57016266],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04148832 0.01930565],100.0,100.0,29114739.278288383,52405576.156560056,28879478.299720004,2340817.181169682,86245.71654249211,157055.59434080016,85530.4652516001,7116.66048811833,0.5701626596575291,0.5721029503637953,0.37807387973717804,0.019305648770695735,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
96,89,[0.3362761  0.57016266],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04148832 0.01930565],100.0,100.0,29114739.278288383,52405576.156560056,28879478.299720004,2340817.181169682,86245.71654249211,157055.59434080016,85530.4652516001,7116.66048811833,0.5701626596575291,0.5721029503637953,0.37807387973717804,0.019305648770695735,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
97,79,[0.33766382 0.56993488],[0.74907971 0.57809652],[0.33147199 0.37807388],[0.04318223 0.01944792],100.0,100.0,29188140.13474239,52405576.156560056,28835387.722440004,2423203.5523146163,86497.56077364812,157055.59434080016,85445.04646440009,7446.941042170831,0.5699348808593523,0.578096524304318,0.37807387973717804,0.019447918027244156,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32362050.133617166,52405576.156560056,28619777.74132001,6036418.932217437,96239.22048078864,157055.59434080016,84690.63222824007,18454.899642400982,0.5322498409974414,0.5841355584488552,0.37807387973717804,0.05665460848343919,14,|,|,|,|,|
98,90,[0.33622535 0.57064215],[0.74907971 0.57809652],[0.33147199 0.37807388],[0.04149378 0.01942196],100.0,100.0,29111212.03210599,52405576.156560056,28835387.722440004,2341202.2123881113,86238.88303951612,157055.59434080016,85445.04646440009,7117.384973399152,0.570642145572771,0.578096524304318,0.37807387973717804,0.019421964013231253,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32362050.133617166,52405576.156560056,28619777.74132001,6036418.932217437,96239.22048078864,157055.59434080016,84690.63222824007,18454.899642400982,0.5322498409974414,0.5841355584488552,0.37807387973717804,0.05665460848343919,14,|,|,|,|,|
99,81,[0.33596526 0.57309951],[0.74907971 0.57809652],[0.33147199 0.37807388],[0.04152076 0.01982629],100.0,100.0,29093134.895421192,52405576.156560056,28835387.722440004,2343091.1660714163,86203.86133676412,157055.59434080016,85445.04646440009,7120.993880468124,0.5730995108883853,0.578096524304318,0.37807387973717804,0.01982629326443974,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32362050.133617166,52405576.156560056,28619777.74132001,6036418.932217437,96239.22048078864,157055.59434080016,84690.63222824007,18454.899642400982,0.5322498409974414,0.5841355584488552,0.37807387973717804,0.05665460848343919,14,|,|,|,|,|
100,87,[0.33564807 0.5760963 ],[0.74907971 0.57809652],[0.33147199 0.37807388],[0.04155144 0.019902  ],100.0,100.0,29071089.606781196,52405576.156560056,28835387.722440004,2345204.138218521,86161.15194316412,157055.59434080016,85445.04646440009,7125.1595501340225,0.5760962978586467,0.578096524304318,0.37807387973717804,0.01990200184811469,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32362050.133617166,52405576.156560056,28619777.74132001,6036418.932217437,96239.22048078864,157055.59434080016,84690.63222824007,18454.899642400982,0.5322498409974414,0.5841355584488552,0.37807387973717804,0.05665460848343919,14,|,|,|,|,|
101,90,[0.33564807 0.5760963 ],[0.74907971 0.57809652],[0.33147199 0.37807388],[0.04155144 0.019902  ],100.0,100.0,29071089.606781196,52405576.156560056,28835387.722440004,2345204.138218521,86161.15194316412,157055.59434080016,85445.04646440009,7125.1595501340225,0.5760962978586467,0.578096524304318,0.37807387973717804,0.01990200184811469,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32362050.133617166,52405576.156560056,28619777.74132001,6036418.932217437,96239.22048078864,157055.59434080016,84690.63222824007,18454.899642400982,0.5322498409974414,0.5841355584488552,0.37807387973717804,0.05665460848343919,14,|,|,|,|,|
102,84,[0.33564807 0.5760963 ],[0.74907971 0.57809652],[0.33147199 0.37807388],[0.04155144 0.019902  ],100.0,100.0,29071089.606781196,52405576.156560056,28835387.722440004,2345204.138218521,86161.15194316412,157055.59434080016,85445.04646440009,7125.1595501340225,0.5760962978586467,0.578096524304318,0.37807387973717804,0.01990200184811469,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32362050.133617166,52405576.156560056,28619777.74132001,6036418.932217437,96239.22048078864,157055.59434080016,84690.63222824007,18454.899642400982,0.5322498409974414,0.5841355584488552,0.37807387973717804,0.05665460848343919,14,|,|,|,|,|
103,82,[0.34098704 0.57355606],[0.74907971 0.57809652],[0.33147199 0.37807388],[0.05129977 0.02364404],100.0,100.0,29365799.209041193,52405576.156560056,28835387.722440004,2868813.6117115477,87095.35404741211,157055.59434080016,85445.04646440009,8873.625614086752,0.5735560554162126,0.578096524304318,0.37807387973717804,0.02364404151896411,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32328574.578720022,52405576.156560056,28619777.74132001,6046627.619838664,96120.03467487438,157055.59434080016,84690.63222824007,18495.80845869718,0.5317247590844234,0.5841355584488552,0.37807387973717804,0.056523040536287754,14,|,|,|,|,|
104,86,[0.33564807 0.5760963 ],[0.74907971 0.57809652],[0.33147199 0.37807388],[0.04155144 0.019902  ],100.0,100.0,29071089.606781196,52405576.156560056,28835387.722440004,2345204.138218521,86161.15194316412,157055.59434080016,85445.04646440009,7125.1595501340225,0.5760962978586467,0.578096524304318,0.37807387973717804,0.01990200184811469,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32328574.578720022,52405576.156560056,28619777.74132001,6046627.619838664,96120.03467487438,157055.59434080016,84690.63222824007,18495.80845869718,0.5317247590844234,0.5841355584488552,0.37807387973717804,0.056523040536287754,14,|,|,|,|,|
105,91,[0.33564807 0.5760963 ],[0.74907971 0.57809652],[0.33147199 0.37807388],[0.04155144 0.019902  ],100.0,100.0,29071089.606781196,52405576.156560056,28835387.722440004,2345204.138218521,86161.15194316412,157055.59434080016,85445.04646440009,7125.1595501340225,0.5760962978586467,0.578096524304318,0.37807387973717804,0.01990200184811469,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32328574.578720022,52405576.156560056,28619777.74132001,6046627.619838664,96120.03467487438,157055.59434080016,84690.63222824007,18495.80845869718,0.5317247590844234,0.5841355584488552,0.37807387973717804,0.056523040536287754,14,|,|,|,|,|
106,75,[0.33564807 0.5760963 ],[0.74907971 0.57809652],[0.33147199 0.37807388],[0.04155144 0.019902  ],100.0,100.0,29071089.606781196,52405576.156560056,28835387.722440004,2345204.138218521,86161.15194316412,157055.59434080016,85445.04646440009,7125.1595501340225,0.5760962978586467,0.578096524304318,0.37807387973717804,0.01990200184811469,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32328574.578720022,52405576.156560056,28619777.74132001,6046627.619838664,96120.03467487438,157055.59434080016,84690.63222824007,18495.80845869718,0.5317247590844234,0.5841355584488552,0.37807387973717804,0.056523040536287754,14,|,|,|,|,|
107,80,[0.33564807 0.5760963 ],[0.74907971 0.57809652],[0.33147199 0.37807388],[0.04155144 0.019902  ],100.0,100.0,29071089.606781196,52405576.156560056,28835387.722440004,2345204.138218521,86161.15194316412,157055.59434080016,85445.04646440009,7125.1595501340225,0.5760962978586467,0.578096524304318,0.37807387973717804,0.01990200184811469,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32328574.578720022,52405576.156560056,28619777.74132001,6046627.619838664,96120.03467487438,157055.59434080016,84690.63222824007,18495.80845869718,0.5317247590844234,0.5841355584488552,0.37807387973717804,0.056523040536287754,14,|,|,|,|,|
108,89,[0.33910342 0.57448881],[0.74907971 0.57809652],[0.33147199 0.37807388],[0.04757085 0.02232223],100.0,100.0,29261813.795479592,52405576.156560056,28835387.722440004,2665516.7144044135,86765.79272760011,157055.59434080016,85445.04646440009,8213.730390845998,0.574488807451494,0.578096524304318,0.37807387973717804,0.022322231614627343,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32357898.460728023,52405576.156560056,28619777.74132001,5842627.576320464,96236.68733009609,157055.59434080016,84690.63222824007,17873.978617691057,0.5302385630265661,0.5841355584488552,0.37807387973717804,0.054888858063203545,15,|,|,|,|,|
109,85,[0.33564807 0.5760963 ],[0.74907971 0.57809652],[0.33147199 0.37807388],[0.04155144 0.019902  ],100.0,100.0,29071089.606781196,52405576.156560056,28835387.722440004,2345204.138218521,86161.15194316412,157055.59434080016,85445.04646440009,7125.1595501340225,0.5760962978586467,0.578096524304318,0.37807387973717804,0.01990200184811469,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32357898.460728023,52405576.156560056,28619777.74132001,5842627.576320464,96236.68733009609,157055.59434080016,84690.63222824007,17873.978617691057,0.5302385630265661,0.5841355584488552,0.37807387973717804,0.054888858063203545,15,|,|,|,|,|
110,80,[0.33564807 0.5760963 ],[0.74907971 0.57809652],[0.33147199 0.37807388],[0.04155144 0.019902  ],100.0,100.0,29071089.606781196,52405576.156560056,28835387.722440004,2345204.138218521,86161.15194316412,157055.59434080016,85445.04646440009,7125.1595501340225,0.5760962978586467,0.578096524304318,0.37807387973717804,0.01990200184811469,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32357898.460728023,52405576.156560056,28619777.74132001,5842627.576320464,96236.68733009609,157055.59434080016,84690.63222824007,17873.978617691057,0.5302385630265661,0.5841355584488552,0.37807387973717804,0.054888858063203545,15,|,|,|,|,|
111,75,[0.33564807 0.5760963 ],[0.74907971 0.57809652],[0.33147199 0.37807388],[0.04155144 0.019902  ],100.0,100.0,29071089.606781196,52405576.156560056,28835387.722440004,2345204.138218521,86161.15194316412,157055.59434080016,85445.04646440009,7125.1595501340225,0.5760962978586467,0.578096524304318,0.37807387973717804,0.01990200184811469,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32357898.460728023,52405576.156560056,28619777.74132001,5842627.576320464,96236.68733009609,157055.59434080016,84690.63222824007,17873.978617691057,0.5302385630265661,0.5841355584488552,0.37807387973717804,0.054888858063203545,15,|,|,|,|,|
112,84,[0.33564807 0.5760963 ],[0.74907971 0.57809652],[0.33147199 0.37807388],[0.04155144 0.019902  ],100.0,100.0,29071089.606781196,52405576.156560056,28835387.722440004,2345204.138218521,86161.15194316412,157055.59434080016,85445.04646440009,7125.1595501340225,0.5760962978586467,0.578096524304318,0.37807387973717804,0.01990200184811469,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32357898.460728023,52405576.156560056,28619777.74132001,5842627.576320464,96236.68733009609,157055.59434080016,84690.63222824007,17873.978617691057,0.5302385630265661,0.5841355584488552,0.37807387973717804,0.054888858063203545,15,|,|,|,|,|
113,83,[0.33564807 0.5760963 ],[0.74907971 0.57809652],[0.33147199 0.37807388],[0.04155144 0.019902  ],100.0,100.0,29071089.606781196,52405576.156560056,28835387.722440004,2345204.138218521,86161.15194316412,157055.59434080016,85445.04646440009,7125.1595501340225,0.5760962978586467,0.578096524304318,0.37807387973717804,0.01990200184811469,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32357898.460728023,52405576.156560056,28619777.74132001,5842627.576320464,96236.68733009609,157055.59434080016,84690.63222824007,17873.978617691057,0.5302385630265661,0.5841355584488552,0.37807387973717804,0.054888858063203545,15,|,|,|,|,|
114,88,[0.33564807 0.5760963 ],[0.74907971 0.57809652],[0.33147199 0.37807388],[0.04155144 0.019902  ],100.0,100.0,29071089.606781196,52405576.156560056,28835387.722440004,2345204.138218521,86161.15194316412,157055.59434080016,85445.04646440009,7125.1595501340225,0.5760962978586467,0.578096524304318,0.37807387973717804,0.01990200184811469,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32357898.460728023,52405576.156560056,28619777.74132001,5842627.576320464,96236.68733009609,157055.59434080016,84690.63222824007,17873.978617691057,0.5302385630265661,0.5841355584488552,0.37807387973717804,0.054888858063203545,15,|,|,|,|,|
115,80,[0.33564807 0.5760963 ],[0.74907971 0.57809652],[0.33147199 0.37807388],[0.04155144 0.019902  ],100.0,100.0,29071089.606781196,52405576.156560056,28835387.722440004,2345204.138218521,86161.15194316412,157055.59434080016,85445.04646440009,7125.1595501340225,0.5760962978586467,0.578096524304318,0.37807387973717804,0.01990200184811469,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32357898.460728023,52405576.156560056,28619777.74132001,5842627.576320464,96236.68733009609,157055.59434080016,84690.63222824007,17873.978617691057,0.5302385630265661,0.5841355584488552,0.37807387973717804,0.054888858063203545,15,|,|,|,|,|
116,85,[0.33564807 0.5760963 ],[0.74907971 0.57809652],[0.33147199 0.37807388],[0.04155144 0.019902  ],100.0,100.0,29071089.606781196,52405576.156560056,28835387.722440004,2345204.138218521,86161.15194316412,157055.59434080016,85445.04646440009,7125.1595501340225,0.5760962978586467,0.578096524304318,0.37807387973717804,0.01990200184811469,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32357898.460728023,52405576.156560056,28619777.74132001,5842627.576320464,96236.68733009609,157055.59434080016,84690.63222824007,17873.978617691057,0.5302385630265661,0.5841355584488552,0.37807387973717804,0.054888858063203545,15,|,|,|,|,|
