gen,nevals,avg,max,min,std,success_rate,valid_ratio,avg_cost,min_cost,avg_drift,min_drift,best_margins,hypervolume,hof_min_cost,hof_min_drift,hof_size
87,486,[0.2757398  0.74958146],[1.1378308  0.93337754],[0.20760377 0.47711014],[0.09025747 0.08584315],100.0,100.0,52649122.812481314,47695229.995881185,0.01499162912589545,0.009542202707050093,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.62900425083545,47695229.995881185,0.009542202707050093,10
88,483,[0.27483339 0.74965778],[1.1378308  0.92527915],[0.20760377 0.47711014],[0.09081247 0.08603991],100.0,100.0,52585019.582970075,47695229.995881185,0.01499315550332031,0.009542202707050093,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.629062682096345,47732980.468195595,0.009542202707050093,13
89,487,[0.27384687 0.74943645],[1.1378308  0.92902919],[0.20728425 0.47711014],[0.09125465 0.08560295],100.0,100.0,52518717.506545775,47695229.995881185,0.014988729023806609,0.009542202707050093,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.629734002667338,47861484.18159679,0.009542202707050093,5
90,485,[0.27348311 0.74886561],[1.1378308  0.93050164],[0.20543651 0.47711014],[0.09150066 0.08642737],100.0,100.0,52489395.98052752,47571107.00986578,0.014977312133227401,0.009542202707050093,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.632757648839799,47571107.00986578,0.009542202707050093,8
91,483,[0.27155979 0.75096567],[1.1378308 0.939703 ],[0.20467208 0.47711014],[0.09230007 0.08755066],100.0,100.0,52349581.74147612,47571107.00986578,0.015019313369094473,0.009542202707050093,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.63402314492501,47634818.67840204,0.009542202707050093,12
92,485,[0.27135058 0.7467539 ],[1.1378308  0.92504684],[0.20390911 0.47711014],[0.09239924 0.08340242],100.0,100.0,52323908.31014897,47351560.051292986,0.014935077937367165,0.009542202707050093,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.6354610757113734,47351560.051292986,0.009542202707050093,9
93,483,[0.2709488  0.74513581],[1.1378308  0.92504684],[0.20390911 0.47711014],[0.09263863 0.08271185],100.0,100.0,52293927.706242785,47351560.051292986,0.014902716234062101,0.009542202707050093,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.635507301430548,47351560.051292986,0.009542202707050093,11
94,486,[0.26689842 0.75111273],[1.1378308  0.93037224],[0.20035342 0.47711014],[0.09338812 0.08467397],100.0,100.0,52004538.19053534,47146651.54056419,0.015022254649862187,0.009542202707050093,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.641413951023949,47146651.54056419,0.009542202707050093,10
95,479,[0.2650711  0.75053727],[1.1378308  0.93037224],[0.20035342 0.47711014],[0.0933009  0.08480586],100.0,100.0,51874926.78522883,47146651.54056419,0.015010745384506162,0.009542202707050093,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.645856819861317,47146651.54056419,0.009542202707050093,4
96,487,[0.26398301 0.75120072],[1.1378308  0.93037224],[0.19848902 0.47711014],[0.09381326 0.08634799],100.0,100.0,51795652.720092624,46950299.39347999,0.015024014469882364,0.009542202707050093,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.648909631700776,46950299.39347999,0.009542202707050093,7
97,493,[0.26063629 0.75629311],[1.1378308  0.93037224],[0.19848902 0.47711014],[0.09375231 0.08804994],100.0,100.0,51553513.46947031,46950299.39347999,0.015125862228144759,0.009542202707050093,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.648912913541715,46950299.39347999,0.009542202707050093,6
98,480,[0.25610453 0.75609817],[1.1378308  0.93459902],[0.19734617 0.47711014],[0.08319576 0.08613484],100.0,100.0,51222871.905372284,46822237.41400463,0.015121963401471717,0.009542202707050093,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.650794273715409,46822237.41400463,0.009542202707050093,10
99,483,[0.25476294 0.75814552],[1.1378308  0.93459902],[0.19711572 0.47711014],[0.08375371 0.08633043],100.0,100.0,51113260.135638036,46822237.41400463,0.01516291035640764,0.009542202707050093,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.651232699313951,46833940.078021236,0.009542202707050093,6
100,481,[0.25466867 0.75594563],[1.1378308  0.92066499],[0.19711572 0.47711014],[0.08388984 0.08577191],100.0,100.0,51091586.949063,46822237.41400463,0.01511891252565825,0.009542202707050093,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.651240797731216,46833940.078021236,0.009542202707050093,6
