gen,nevals,avg,max,min,std,success_rate,valid_ratio,avg_cost,avg_co2,avg_dcr,best_margins,hof_avg_cost,hof_min_cost,hof_avg_co2,hof_min_co2,hof_avg_dcr,hof_size,sep1,sep2,sep3,sep4
185,83,[0.36448988 0.5069854 ],[0.52299048 0.50733303],[0.35660778 0.48731625],[0.01958483 0.00222217],100.0,100.0,30426457.678316746,91875.25899281997,0.5069853960236747,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,34502678.97255248,28918262.360199954,104861.3211240074,89069.54708179994,0.4504144626531523,16,|,|,|,|
186,81,[0.36328058 0.50619343],[0.46015478 0.52402303],[0.35630329 0.43813781],[0.01244886 0.00831696],100.0,100.0,30359992.40663554,91662.84630988796,0.5061934252475594,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,34737334.60480531,28918262.360199954,105377.43715006126,89069.54708179994,0.44620081995845384,15,|,|,|,|
187,88,[0.36456585 0.50528698],[0.52344295 0.5210368 ],[0.34821988 0.42404885],[0.02033935 0.01160937],100.0,100.0,30429286.42932194,91892.39878237195,0.5052869809319135,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,34411216.44652497,28918262.360199954,104357.1909738949,89053.49833139993,0.4508780684094839,16,|,|,|,|
188,86,[0.36343905 0.50543326],[0.52344295 0.52791428],[0.33783953 0.42404885],[0.02242375 0.01279845],100.0,100.0,30326468.319819145,91809.76965542797,0.5054332645610419,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,34404260.269012466,28806963.51999994,104267.2499677949,87630.49098419993,0.4502836951559239,16,|,|,|,|
189,81,[0.35777842 0.5077222 ],[0.46015478 0.5210368 ],[0.34821988 0.43813781],[0.01618929 0.01105319],100.0,100.0,29934220.155598346,91044.2567979519,0.5077221972223322,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,34404260.269012466,28806963.51999994,104267.2499677949,87630.49098419993,0.4502836951559239,16,|,|,|,|
190,78,[0.35660778 0.50645823],[0.35660778 0.50645823],[0.35660778 0.50645823],[3.33066907e-16 2.22044605e-16],100.0,100.0,29828299.292799946,90955.8818945999,0.5064582276306187,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,34404260.269012466,28806963.51999994,104267.2499677949,87630.49098419993,0.4502836951559239,16,|,|,|,|
191,81,[0.35660778 0.50645823],[0.35660778 0.50645823],[0.35660778 0.50645823],[3.33066907e-16 2.22044605e-16],100.0,100.0,29828299.292799946,90955.8818945999,0.5064582276306187,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,34404260.269012466,28806963.51999994,104267.2499677949,87630.49098419993,0.4502836951559239,16,|,|,|,|
192,77,[0.35660778 0.50645823],[0.35660778 0.50645823],[0.35660778 0.50645823],[3.33066907e-16 2.22044605e-16],100.0,100.0,29828299.292799946,90955.8818945999,0.5064582276306187,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,34404260.269012466,28806963.51999994,104267.2499677949,87630.49098419993,0.4502836951559239,16,|,|,|,|
193,83,[0.35660778 0.50645823],[0.35660778 0.50645823],[0.35660778 0.50645823],[3.33066907e-16 2.22044605e-16],100.0,100.0,29828299.292799946,90955.8818945999,0.5064582276306187,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,34404260.269012466,28806963.51999994,104267.2499677949,87630.49098419993,0.4502836951559239,16,|,|,|,|
194,82,[0.35660778 0.50645823],[0.35660778 0.50645823],[0.35660778 0.50645823],[3.33066907e-16 2.22044605e-16],100.0,100.0,29828299.292799946,90955.8818945999,0.5064582276306187,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,34404260.269012466,28806963.51999994,104267.2499677949,87630.49098419993,0.4502836951559239,16,|,|,|,|
195,91,[0.35660778 0.50645823],[0.35660778 0.50645823],[0.35660778 0.50645823],[3.33066907e-16 2.22044605e-16],100.0,100.0,29828299.292799946,90955.8818945999,0.5064582276306187,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,34404260.269012466,28806963.51999994,104267.2499677949,87630.49098419993,0.4502836951559239,16,|,|,|,|
196,88,[0.35660778 0.50645823],[0.35660778 0.50645823],[0.35660778 0.50645823],[3.33066907e-16 2.22044605e-16],100.0,100.0,29828299.292799946,90955.8818945999,0.5064582276306187,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,34404260.269012466,28806963.51999994,104267.2499677949,87630.49098419993,0.4502836951559239,16,|,|,|,|
197,86,[0.35660778 0.50645823],[0.35660778 0.50645823],[0.35660778 0.50645823],[3.33066907e-16 2.22044605e-16],100.0,100.0,29828299.292799946,90955.8818945999,0.5064582276306187,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,34404260.269012466,28806963.51999994,104267.2499677949,87630.49098419993,0.4502836951559239,16,|,|,|,|
198,81,[0.35660778 0.50645823],[0.35660778 0.50645823],[0.35660778 0.50645823],[3.33066907e-16 2.22044605e-16],100.0,100.0,29828299.292799946,90955.8818945999,0.5064582276306187,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,34404260.269012466,28806963.51999994,104267.2499677949,87630.49098419993,0.4502836951559239,16,|,|,|,|
199,80,[0.35660778 0.50645823],[0.35660778 0.50645823],[0.35660778 0.50645823],[3.33066907e-16 2.22044605e-16],100.0,100.0,29828299.292799946,90955.8818945999,0.5064582276306187,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,34404260.269012466,28806963.51999994,104267.2499677949,87630.49098419993,0.4502836951559239,16,|,|,|,|
200,76,[0.35660778 0.50645823],[0.35660778 0.50645823],[0.35660778 0.50645823],[3.33066907e-16 2.22044605e-16],100.0,100.0,29828299.292799946,90955.8818945999,0.5064582276306187,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,34404260.269012466,28806963.51999994,104267.2499677949,87630.49098419993,0.4502836951559239,16,|,|,|,|
